name,role,genres,imdb_score,type,production_countries,release_year,runtime,tmdb_score,imdb_votes
Ted Levine,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Jennifer Morrison,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Tim Blake Nelson,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Linda Powell,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Matthew Rhys,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
T. Ryder Smith,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Corey Stoll,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Maura Tierney,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Ian Blackman,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Guy Boyd,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Dominic Fumusa,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Carlos Gómez,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Ben McKenzie,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Scott Shepherd,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Victor Slezak,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Evander Duck Jr.,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Sandra Landers,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
John Rothman,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Alexander Chaplin,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Joanne Tucker,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Joseph Siravo,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Lucas Dixon,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Zuhdi Boueri,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Sean Dugan,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Pun Bandhu,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Jake Silbermann,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Ratnesh Dubey,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Julia K. Murney,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Daniel London,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Hope Blackstock,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Kate Beahan,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
April Rogalski,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
James Hindman,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Austin Michael Young,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
West Duchovny,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Noah Bean,ACTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Scott Z. Burns,DIRECTOR,"['thriller', 'crime', 'drama', 'history']",7.2,MOVIE,['US'],2019,118,7.0,41207.0
Elijah Wood,ACTOR,"['thriller', 'horror', 'comedy']",6.0,MOVIE,"['NZ', 'CA', 'IE']",2019,96,5.9,17609.0
Stephen McHattie,ACTOR,"['thriller', 'horror', 'comedy']",6.0,MOVIE,"['NZ', 'CA', 'IE']",2019,96,5.9,17609.0
Michael Smiley,ACTOR,"['thriller', 'horror', 'comedy']",6.0,MOVIE,"['NZ', 'CA', 'IE']",2019,96,5.9,17609.0
Madeleine Sami,ACTOR,"['thriller', 'horror', 'comedy']",6.0,MOVIE,"['NZ', 'CA', 'IE']",2019,96,5.9,17609.0
Martin Donovan,ACTOR,"['thriller', 'horror', 'comedy']",6.0,MOVIE,"['NZ', 'CA', 'IE']",2019,96,5.9,17609.0
Ona Grauer,ACTOR,"['thriller', 'horror', 'comedy']",6.0,MOVIE,"['NZ', 'CA', 'IE']",2019,96,5.9,17609.0
Garfield Wilson,ACTOR,"['thriller', 'horror', 'comedy']",6.0,MOVIE,"['NZ', 'CA', 'IE']",2019,96,5.9,17609.0
Simon Chin,ACTOR,"['thriller', 'horror', 'comedy']",6.0,MOVIE,"['NZ', 'CA', 'IE']",2019,96,5.9,17609.0
Ryan Beil,ACTOR,"['thriller', 'horror', 'comedy']",6.0,MOVIE,"['NZ', 'CA', 'IE']",2019,96,5.9,17609.0
Raresh DiMofte,ACTOR,"['thriller', 'horror', 'comedy']",6.0,MOVIE,"['NZ', 'CA', 'IE']",2019,96,5.9,17609.0
Alla Rouba,ACTOR,"['thriller', 'horror', 'comedy']",6.0,MOVIE,"['NZ', 'CA', 'IE']",2019,96,5.9,17609.0
Gord Middleton,ACTOR,"['thriller', 'horror', 'comedy']",6.0,MOVIE,"['NZ', 'CA', 'IE']",2019,96,5.9,17609.0
Noam Zylberman,ACTOR,"['thriller', 'horror', 'comedy']",6.0,MOVIE,"['NZ', 'CA', 'IE']",2019,96,5.9,17609.0
Oliver Wilson,ACTOR,"['thriller', 'horror', 'comedy']",6.0,MOVIE,"['NZ', 'CA', 'IE']",2019,96,5.9,17609.0
Ant Timpson,DIRECTOR,"['thriller', 'horror', 'comedy']",6.0,MOVIE,"['NZ', 'CA', 'IE']",2019,96,5.9,17609.0
Shia LaBeouf,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Lucas Hedges,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Noah Jupe,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Byron Bowers,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Laura San Giacomo,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
FKA Twigs,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Natasha Lyonne,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Maika Monroe,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Clifton Collins Jr.,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Martin Starr,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Dorian Brown Pham,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Craig Stark,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Sandra Rosko,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Greta Jung,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Kara C. Roberts,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Giovanni Lopes,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Paulina Lule,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Eli Santana,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Ludwig Manukian,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Chala Savino,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Leana Chavez,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Graham Clarke,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Zack Whyel,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Ben Maccabee,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Kingston Vernes,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Bryan Sapphire,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Haylee Sanchez,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Autumn Barlow,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Al Burke,ACTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Alma Har'el,DIRECTOR,"['drama', 'european']",7.2,MOVIE,['US'],2019,94,7.2,35575.0
Ansel Elgort,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Oakes Fegley,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Nicole Kidman,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Jeffrey Wright,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Luke Wilson,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Sarah Paulson,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Willa Fitzgerald,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Aneurin Barnard,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Finn Wolfhard,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Ashleigh Cummings,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Aimee Laurence,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Robert Joy,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Boyd Gaines,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Carly Connors,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Luke Kleintank,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Hailey Wist,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Ryan Foust,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Jack DiFalco,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Austin Weyant,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Collin Shea Schirrmacher,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Nicky Torchia,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Denis O'Hare,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Peter Jacobson,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Joey Slotnick,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Gordon Winarick,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Caroline Day,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Pamela Dunlap,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Misha Osherovich,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Aidan Kennedy,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Alton Fitzgerald White,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Kevin D. McGee,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Hannah Kurczeski,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Matteo van der Grijn,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Kevin Owen McDonald,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Nick Vorsselman,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Hank Rogerson,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Scott Eliasoph,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Robert Turano,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Don Castro,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Rick Bolander,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Vincent Tumeo,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Ben Hollandsworth,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Gerson Oratmangoen,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Angela Covello,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Dylan Boyd,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
James Donahower,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Alma Cuervo,ACTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
John Crowley,DIRECTOR,['drama'],6.3,MOVIE,['US'],2019,149,7.2,21980.0
Jake Williams,ACTOR,['documentation'],,MOVIE,['CA'],2020,77,6.2,
Ryan Bordenave,ACTOR,['documentation'],,MOVIE,['CA'],2020,77,6.2,
Kenney G. Guidry Jr.,ACTOR,['documentation'],,MOVIE,['CA'],2020,77,6.2,
Troy Henry,ACTOR,['documentation'],,MOVIE,['CA'],2020,77,6.2,
Roy Mouledous,ACTOR,['documentation'],,MOVIE,['CA'],2020,77,6.2,
Patricia Franicevich,ACTOR,['documentation'],,MOVIE,['CA'],2020,77,6.2,
Jason Cambre,ACTOR,['documentation'],,MOVIE,['CA'],2020,77,6.2,
Jared Black,ACTOR,['documentation'],,MOVIE,['CA'],2020,77,6.2,
Tonya Pope,ACTOR,['documentation'],,MOVIE,['CA'],2020,77,6.2,
Christian Kelly,ACTOR,['documentation'],,MOVIE,['CA'],2020,77,6.2,
Colt Connell,ACTOR,['documentation'],,MOVIE,['CA'],2020,77,6.2,
Efrem Towns,ACTOR,['documentation'],,MOVIE,['CA'],2020,77,6.2,
Jake Williams,DIRECTOR,['documentation'],,MOVIE,['CA'],2020,77,6.2,
Seth Breedlove,ACTOR,"['documentation', 'history']",5.8,MOVIE,['US'],2020,268,4.0,40.0
Shannon Legro,ACTOR,"['documentation', 'history']",5.8,MOVIE,['US'],2020,268,4.0,40.0
Seth Breedlove,DIRECTOR,"['documentation', 'history']",5.8,MOVIE,['US'],2020,268,4.0,40.0
Joanna Lumley,ACTOR,['documentation'],7.6,SHOW,['GB'],2020,46,8.0,109.0
Xiao Zhan,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Wang Yibo,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Wang Zhuocheng,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Xuan Lu,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Meng Ziyi,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Liu Haikuan,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Zhu Zanjin,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Yu Bin,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Qi Peixin,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Zheng Fanxing,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Guo Cheng,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Wang Haoxuan,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Song Jiyang,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Bowen Li,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Cao Yuchen,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Ji Li,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Wang Yizhou,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Carman Lee,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
He Peng,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Feng Mingjing,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Wang Yifei,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Lu Enjie,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Lu Jianmin,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Zhang Jingtong,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Huang Ziteng,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Xiu Qing,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Chen Zhuoxuan,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Cao Junxiang,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Liu Yinjun,ACTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Ka-Lam Chan,DIRECTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Steve Cheng,DIRECTOR,"['action', 'comedy', 'romance', 'drama', 'fantasy', 'horror']",8.8,SHOW,['CN'],2019,44,9.1,5963.0
Jessica Madsen,ACTOR,"['thriller', 'action', 'horror', 'scifi']",4.4,MOVIE,['US'],2019,90,6.0,4083.0
Ben Sullivan,ACTOR,"['thriller', 'action', 'horror', 'scifi']",4.4,MOVIE,['US'],2019,90,6.0,4083.0
Opal Littleton,ACTOR,"['thriller', 'action', 'horror', 'scifi']",4.4,MOVIE,['US'],2019,90,6.0,4083.0
Levan Lashkhi,ACTOR,"['thriller', 'action', 'horror', 'scifi']",4.4,MOVIE,['US'],2019,90,6.0,4083.0
Giorgi Bekoshvili,ACTOR,"['thriller', 'action', 'horror', 'scifi']",4.4,MOVIE,['US'],2019,90,6.0,4083.0
Giorgi Apkhazava,ACTOR,"['thriller', 'action', 'horror', 'scifi']",4.4,MOVIE,['US'],2019,90,6.0,4083.0
Denis Khlibov,ACTOR,"['thriller', 'action', 'horror', 'scifi']",4.4,MOVIE,['US'],2019,90,6.0,4083.0
Annie Aladashvili,ACTOR,"['thriller', 'action', 'horror', 'scifi']",4.4,MOVIE,['US'],2019,90,6.0,4083.0
Weston Meredith,ACTOR,"['thriller', 'action', 'horror', 'scifi']",4.4,MOVIE,['US'],2019,90,6.0,4083.0
Gerald Tyler,ACTOR,"['thriller', 'action', 'horror', 'scifi']",4.4,MOVIE,['US'],2019,90,6.0,4083.0
Kristina Clifford,ACTOR,"['thriller', 'action', 'horror', 'scifi']",4.4,MOVIE,['US'],2019,90,6.0,4083.0
Ed Brody,ACTOR,"['thriller', 'action', 'horror', 'scifi']",4.4,MOVIE,['US'],2019,90,6.0,4083.0
Padraig Reynolds,DIRECTOR,"['thriller', 'action', 'horror', 'scifi']",4.4,MOVIE,['US'],2019,90,6.0,4083.0
Joel Kinnaman,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Rosamund Pike,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Common,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Ana de Armas,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Clive Owen,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Sam Spruell,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Ruth Bradley,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Eugene Lipinski,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Martin McCann,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Mateusz Kościukiewicz,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Arturo Castro,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Matthew Marsh,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Karma Meyer,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Janusz Sheagall,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Srbo Markovic,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Ignacy Rybarczyk,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Alma Di Stefano,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Preston Sadleir,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
John D. Hickman,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Jenna Willis,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Valeria Vereau,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Vittorio Di Stefano,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Joanna Kaczyńska,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Anissa Bonnefont,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Edwin De La Renta,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Mirosław Haniszewski,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Charles Mnene,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Nick Preston,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Abdul Patel,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Aylam Orian,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Scott G. Anderson,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Gene Gabriel,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Basil Iwanyk Sr.,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Lena Kaminsky,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Peter Parker Mensah,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Emanuel Coelho,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
Robin A. Townsend,ACTOR,"['drama', 'thriller', 'crime', 'action']",6.6,MOVIE,"['GB', 'US']",2019,109,6.5,33258.0
