name,role,genres,imdb_score,type,production_countries,release_year,runtime,tmdb_score,imdb_votes
Joe Besser,ACTOR,"['comedy', 'family', 'animation', 'action', 'fantasy', 'horror']",8.6,SHOW,['US'],1934,19,7.6,1092.0
Moe Howard,ACTOR,"['comedy', 'family', 'animation', 'action', 'fantasy', 'horror']",8.6,SHOW,['US'],1934,19,7.6,1092.0
Larry Fine,ACTOR,"['comedy', 'family', 'animation', 'action', 'fantasy', 'horror']",8.6,SHOW,['US'],1934,19,7.6,1092.0
Buster Keaton,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Marion Mack,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Glen Cavender,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Jim Farley,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Frederick Vroom,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Charles Henry Smith,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Joe Keaton,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Al St. John,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Frank Barnes,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Mike Donlin,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Tom Nawn,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Jimmy Bryant,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Budd Fine,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Ray Hanford,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Charles Phillips,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Eddie Foster,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Frank Hagney,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Jack Hanlon,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Edward Hearn,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Hilliard Karr,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Louis Lewyn,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Elgin Lessley,ACTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Clyde Bruckman,DIRECTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Buster Keaton,DIRECTOR,"['action', 'drama', 'war', 'western', 'comedy', 'european']",8.2,MOVIE,['US'],1926,78,8.0,89766.0
Myrna Loy,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Fredric March,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Dana Andrews,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Teresa Wright,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Virginia Mayo,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Cathy O'Donnell,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Hoagy Carmichael,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Harold Russell,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Gladys George,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Roman Bohnen,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Ray Collins,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Minna Gombell,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Walter Baldwin,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Steve Cochran,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Dorothy Adams,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Don Beddoe,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Marlene Aames,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Charles Halton,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Ray Teal,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Howland Chamberlain,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Dean White,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Erskine Sanford,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Michael Hall,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Victor Cutler,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Claire Du Brey,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Pat Flaherty,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Jackie Jackson,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
William H. O'Brien,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Bert Stevens,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Marion Gray,ACTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
William Wyler,DIRECTOR,"['romance', 'war', 'drama']",8.1,MOVIE,['US'],1946,171,7.8,63026.0
Cary Grant,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Rosalind Russell,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Ralph Bellamy,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Gene Lockhart,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Helen Mack,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Porter Hall,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Ernest Truex,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Cliff Edwards,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Clarence Kolb,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Roscoe Karns,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Frank Jenks,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Regis Toomey,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Abner Biberman,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Frank Orth,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
John Qualen,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Alma Kruger,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Billy Gilbert,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Pat West,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Edwin Maxwell,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Irving Bacon,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Wade Boteler,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Harry C. Bradley,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Wheaton Chambers,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Edmund Cobb,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Ann Doran,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Ralph Dunn,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Earl Dwire,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Pat Flaherty,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Jack Gardner,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Eddie Hart,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Marion Martin,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Frank McLure,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
James Millican,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Gene Morgan,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Delmar Watson,ACTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Howard Hawks,DIRECTOR,"['comedy', 'drama', 'romance']",7.8,MOVIE,['US'],1940,92,7.4,57835.0
Humphrey Bogart,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Gloria Grahame,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Frank Lovejoy,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Carl Benton Reid,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Art Smith,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Jeff Donnell,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Martha Stewart,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Robert Warwick,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Morris Ankrum,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
William Ching,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Steven Geray,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Hadda Brooks,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Ruth Gillette,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Michael Romanoff,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Ruth Warren,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Harold Miller,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
James Arness,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
June Vincent,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Bess Flowers,ACTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Nicholas Ray,DIRECTOR,"['thriller', 'drama', 'romance']",7.9,MOVIE,['US'],1950,94,7.6,30924.0
Claire Trevor,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
John Wayne,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Andy Devine,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
John Carradine,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Thomas Mitchell,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Louise Platt,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
George Bancroft,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Donald Meek,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Berton Churchill,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Tim Holt,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Tom Tyler,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Chief John Big Tree,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Yakima Canutt,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Francis Ford,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
William Hopper,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Chris-Pin Martin,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Paul McVey,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Jack Pennick,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Harry Tenbrook,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Whitehorse,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Hank Worden,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Dorothy Appleby,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Ted Billings,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Wiggie Blowne,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Danny Borzage,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Ed Brady,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Fritzi Brunette,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Nora Cecil,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Steve Clemente,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Bill Cody,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Jack Curtis,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Marga Ann Deighton,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Patricia Doyle,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Tex Driscoll,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Johnny Eckert,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Franklyn Farnum,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Brenda Fowler,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Helen Gibson,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Robert Homans,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Si Jenks,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Cornelius Keefe,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Florence Lake,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Al Lee,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Duke R. Lee,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Theodore Lorch,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Jim Mason,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Louis Mason,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Merrill McCormick,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
J.P. McGowan,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Walter McGrail,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Jack Mohr,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Kent Odell,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Artie Ortego,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Vester Pegg,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Chris Phillips,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Joe Rickson,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Buddy Roosevelt,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Mickey Simpson,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Chuck Stubbs,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Leonard Trainor,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Mary Kathleen Walker,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Bryant Washburn,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
Elvira Ríos,ACTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
John Ford,DIRECTOR,"['western', 'drama']",7.8,MOVIE,['US'],1939,96,7.7,48149.0
James Stewart,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Donna Reed,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Lionel Barrymore,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Thomas Mitchell,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Henry Travers,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Beulah Bondi,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Frank Faylen,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Ward Bond,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Gloria Grahame,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
H.B. Warner,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Frank Albertson,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Todd Karns,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Samuel S. Hinds,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Mary Treen,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Virginia Patton,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Charles Williams,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Sarah Edwards,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
William Edmunds,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Lillian Randolph,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Argentina Brunetti,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Robert J. Anderson,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Ronnie Ralph,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Jean Gale,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Jeanine Ann Roose,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Danny Mummert,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Georgie Nokes,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Sheldon Leonard,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Frank Hagney,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Ray Walker,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Charles Lane,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Edward Keane,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Carol Coombs,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Karolyn Grimes,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Larry Simms,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Jimmy Hawkins,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Jean Acker,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Ernie Adams,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Monya Andre,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Stanley Andrews,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Sam Ash,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Jack Bailey,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Louise Bates,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Beth Belden,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Brooks Benedict,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Joseph E. Bernard,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Al Bridge,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Buz Buckley,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Marian Carr,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Adriana Caselotti,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Lane Chandler,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
Michael Chapin,ACTOR,"['drama', 'family', 'fantasy', 'romance', 'comedy']",8.6,MOVIE,['US'],1946,130,8.3,444243.0
